"","Object","Ch1.mean","Ch2_d1.mean","Ch3_d1.mean","Ch4_d1.mean","Ch5_d1.mean","Ch6_d1.mean","Ch7_d1.mean","Ch1..pixels","Ch1.sum","Ch1.max","Ch1.SD","Ch1.AR","Ch1.F_min","Ch1.F_max","Ch1.mean_th","Ch1.mean_sq","Ch1_d0.mean","Ch1_d0.sum","Ch1_d0.max","Ch1_d0.SD","Ch1_d0.mean_th","Ch1_d0.mean_sq"
"18234","Disease A",53,3,4,1,0,21,3,166,8861,80,9.672654287,2.189543207,2.324586273,5.089782082,60,3600,53,8861,80,48.27412937,60,2809
"17770","Disease A",61,3,7,3,0,45,8,150,9209,104,18.20659221,1.920497243,2.736934404,5.256274975,80,6400,61,9209,104,57.82392815,80,3721
"19972","Disease A",43,3,4,2,0,26,4,43,1883,53,3.454016873,2.516535691,1.348470812,3.393474927,44,1936,43,1883,53,36.98428327,44,1849
"19638","Disease A",58,5,5,1,2,5,0,27,1588,86,12.70607904,2.198482391,1.471404521,3.23485693,65,4225,58,1588,86,47.30319855,65,3364
"25355","Disease A",47,3,2,1,1,2,0,161,7706,76,7.748371899,1.965669434,2.161348325,4.248496339,49,2401,47,7706,76,41.35560076,49,2209
"6977","Normal",31,14,3,0,0,17,1,21,653,35,1.8516402,2.445029164,1.5,3.667543746,31,961,31,653,35,27.14335839,31,961
"12782","Normal",31,1,6,0,1,1,0,114,3539,43,2.704771612,1.742060773,3.165125981,5.513841812,30,900,31,3539,43,28.80393492,30,961
"23548","Disease A",68,3,4,2,0,26,4,119,8186,120,21.47560664,1.655356747,2.429372954,4.02147891,82,6724,68,8186,120,54.55442121,82,4624
"2215","Normal",48,5,4,0,0,3,0,213,10299,86,13.03354286,1.98379696,3.690026313,7.32026298,53,2809,48,10299,86,44.56287429,53,2304
"15879","Disease A",79,3,1,1,1,2,0,412,32568,187,34.29144081,1.822182342,3.072490715,5.598638328,111,12321,79,32568,187,74.28010488,111,6241
"17607","Disease A",63,3,1,0,1,1,0,409,25888,142,22.29991174,2.202504748,2.036602102,4.485625798,75,5625,63,25888,142,59.88283181,75,3969
"15244","Disease A",54,3,5,1,0,25,4,74,4031,92,11.87661796,2.252192625,1.911585147,4.30525797,56,3136,54,4031,92,47.58761479,56,2916
"21045","Disease A",73,5,3,1,1,2,0,479,35143,137,24.69327497,1.633115265,3.521889298,5.751651174,97,9409,73,35143,137,64.31964476,97,5329
"23815","Disease A",55,3,1,0,1,1,0,202,11171,98,12.92533777,2.511542533,1.976230985,4.963388175,64,4096,55,11171,98,51.33769966,64,3025
"17809","Disease A",47,3,6,3,0,36,5,89,4197,66,6.690593766,1.598198032,2.666273335,4.261232797,53,2809,47,4197,66,41.09566805,53,2209
"14269","Normal",56,11,1,0,0,3,0,46,2620,68,11.75289049,1.425219281,5.656854249,8.062257748,63,3969,56,2620,68,53.69701635,63,3136
"21658","Disease A",69,3,2,1,0,13,1,484,33795,138,23.46269238,3.320842079,3.45070819,11.45925696,96,9216,69,33795,138,62.89721709,96,4761
"21926","Disease A",67,2,2,1,0,24,4,29,1946,110,21.32911237,2.243237659,1.207106781,2.70782739,77,5929,67,1946,110,56.35233985,77,4489
"2699","Normal",34,9,3,0,0,3,0,48,1678,45,5.515130703,1.551915256,3.889087297,6.035533906,36,1296,34,1678,45,29.98923418,36,1156
"9359","Normal",36,5,1,0,0,3,0,655,24031,55,6.147673798,1.461632423,5.187391269,7.58205927,41,1681,36,24031,55,34.56316267,41,1296
"20114","Disease A",45,2,0,0,0,0,0,48,2201,66,8.003905297,3.531090846,0.710114887,2.507480176,50,2500,45,2201,66,39.63715639,50,2025
"21950","Disease A",71,3,2,1,0,11,1,299,21269,133,25.1626814,1.991146893,3.003550623,5.98051049,95,9025,71,21269,133,64.52621256,95,5041
"26875","Disease A",46,3,2,1,0,7,1,51,2350,62,6.393930946,2.182232553,1.395100279,3.044433243,47,2209,46,2350,62,39.58213104,47,2116
"17683","Disease A",69,3,4,2,0,26,4,380,26297,128,21.44313164,1.634019537,4.10998506,6.715795883,91,8281,69,26297,128,64.35430301,91,4761
"10785","Normal",50,52,0,0,0,3,0,131,6550,80,14.30875459,1.396117929,2.78798701,3.892358652,58,3364,50,6550,80,44.31635061,58,2500
"3054","Normal",34,6,2,0,0,3,0,68,2363,47,5.15352535,1.571222261,4.70030945,7.38523084,35,1225,34,2363,47,30.61525956,35,1156
"15444","Disease A",62,4,3,1,0,20,3,434,27195,134,19.6254678,1.906210694,4.37822786,8.345824767,83,6889,62,27195,134,60.0716546,83,3844
"21904","Disease A",57,4,5,1,0,17,3,25,1446,92,17.85161057,1.433720878,4.242640687,6.08276253,86,7396,57,1446,92,55.12204641,86,3249
"12391","Normal",31,6,2,0,0,8,1,72,2282,37,2.297341459,1.576715391,2.638134903,4.159587906,31,961,31,2282,37,28.69983546,31,961
"22720","Disease A",50,2,2,1,0,14,2,43,2177,74,8.51810657,1.681639093,1.569035594,2.638551593,55,3025,50,2177,74,44.17881214,55,2500
"22836","Disease A",53,3,5,2,0,28,4,178,9469,97,12.52144228,1.702801177,3.245094531,5.525750786,58,3364,53,9469,97,47.5793837,58,2809
"7635","Normal",34,5,2,0,0,9,1,258,8912,46,4.104733513,1.35983895,4.06883173,5.532955868,36,1296,34,8912,46,31.36735329,36,1156
"17332","Disease A",58,3,5,2,0,31,4,67,3915,96,14.25147282,3.078289553,1.739733911,5.355404725,65,4225,58,3915,96,50.88808323,65,3364
"7112","Normal",30,2,1,0,0,6,0,42,1285,37,2.55417492,1.612758153,2.511844635,4.050997914,30,900,30,1285,37,27.96426291,30,900
"1229","Normal",38,11,2,0,0,4,0,137,5262,49,5.966451219,1.508175504,4.00386372,6.038529186,40,1600,38,5262,49,34.17804392,40,1444
"9965","Normal",33,4,3,0,0,4,0,24,793,42,3.845993586,1.349849189,2.767766953,3.736067977,33,1089,33,793,42,26.07680962,33,1089
"29097","Disease A",48,2,1,0,1,1,0,29,1416,78,8.936558004,2.607130176,0.860642407,2.24380679,50,2500,48,1416,78,39.62192009,50,2304
"20627","Disease A",70,5,2,1,1,2,0,30,2126,94,15.43804824,1.492192485,4.832555199,7.211102551,84,7056,70,2126,94,65.40947944,84,4900
"947","Normal",42,5,6,0,0,2,0,642,27005,75,10.73186364,1.733235915,4.14194572,7.178969081,47,2209,42,27005,75,40.45398524,47,1764
"9500","Normal",44,6,1,0,0,5,0,224,10009,73,12.39743637,1.741122076,2.932076946,5.105103899,54,2916,44,10009,73,40.5398283,54,1936
"1849","Normal",38,7,1,0,0,7,0,229,8734,52,6.695498064,1.509325687,3.961995459,5.979941518,41,1681,38,8734,52,34.94018595,41,1444
"25474","Disease A",54,3,1,0,0,3,0,194,10521,92,11.29683835,1.853275659,2.422565287,4.489681279,60,3600,54,10521,92,48.89379401,60,2916
"28602","Disease A",43,2,1,0,0,1,0,27,1172,49,2.567604446,2.520686674,0.590420186,1.488264294,43,1849,43,1172,49,33.57854253,43,1849
"27204","Disease A",45,3,1,0,0,5,1,54,2448,65,4.893306085,1.589006035,1.836042451,2.917482535,46,2116,45,2448,65,39.55516542,46,2025
"28610","Disease A",47,2,1,0,1,1,0,82,3898,68,6.595452979,2.356525295,1.753894121,4.13309586,49,2401,47,3898,68,40.99524065,49,2209
"13800","Normal",40,36,1,0,0,1,0,126,5051,65,7.97615494,1.728341834,2.671384394,4.617065404,44,1936,40,5051,65,37.35405462,44,1600
"13241","Normal",43,18,8,0,0,8,0,269,11678,77,13.16819984,1.45854636,5.200439808,7.58508255,57,3249,43,11678,77,40.14596972,57,1849
"20338","Disease A",59,3,4,2,0,28,4,346,20514,103,15.94354201,1.562973112,5.038644494,7.875265865,74,5476,59,20514,103,57.31363364,74,3481
"15510","Disease A",76,3,0,0,0,1,0,118,9026,134,27.17457685,1.774646083,2.822918782,5.009681759,98,9604,76,9026,134,66.87675231,98,5776
"26256","Disease A",45,5,5,1,1,16,2,24,1091,53,3.769394293,2.32364641,1.373773448,3.192163741,46,2116,45,1091,53,39.02990307,46,2025
"28612","Disease A",45,2,1,0,0,2,0,20,916,53,3.556683849,2.014054329,0.824264069,1.660112616,46,2116,45,916,53,34.3591327,46,2025
"13510","Normal",37,10,2,0,0,14,1,552,20730,57,7.203813402,1.633616839,4.744449022,7.750611814,41,1681,37,20730,57,36.20515717,41,1369
"13822","Normal",41,3,5,0,0,4,0,371,15211,73,9.729633508,1.545656832,4.078709822,6.304285703,46,2116,41,15211,73,39.00196968,46,1681
"7973","Normal",31,6,2,0,0,6,0,24,746,35,1.925703335,1.479032915,2.267766953,3.354101966,31,961,31,746,35,27.50681734,31,961
"17424","Disease A",78,3,1,1,0,2,0,257,20047,154,27.56033353,2.21143174,2.714078822,6.00200005,105,11025,78,20047,154,73.08733649,105,6084
"29324","Disease A",48,2,0,0,0,0,0,34,1632,66,7.372444722,2.135020171,1.702165541,3.634157764,50,2500,48,1632,66,38.31103358,50,2304
"9716","Normal",33,9,1,0,0,5,0,194,6565,42,3.946158252,1.392095653,4.649915823,6.473127602,35,1225,33,6565,42,30.79538391,35,1089
"15990","Disease A",62,6,3,1,1,7,1,442,27604,125,22.08483233,1.83299594,7.610689387,13.95036275,96,9216,62,27604,125,58.05579311,96,3844
"11377","Normal",33,1,5,0,0,6,0,90,2983,41,3.851406669,1.315690618,5.297889832,6.970383944,36,1296,33,2983,41,31.45190332,36,1089
"23942","Disease A",47,4,2,0,1,5,0,23,1082,56,4.428170689,2.768869079,2.978187489,8.246211251,48,2304,47,1082,56,43.89364617,48,2209
"20645","Disease A",73,4,8,3,4,12,1,423,31221,172,30.15546793,1.450348789,3.377898694,4.89913128,92,8464,73,31221,172,69.80503074,92,5329
"688","Normal",51,5,1,0,0,4,0,144,7399,81,13.22087995,1.361058823,3.633575549,4.945510058,58,3364,51,7399,81,45.51510738,58,2601
"7273","Normal",48,43,0,0,0,2,0,260,12728,112,15.84916887,1.378216931,3.042354346,4.193024268,61,3721,48,12728,112,44.07118368,61,2304
"15311","Disease A",70,4,4,2,0,36,5,435,30670,168,25.39617131,1.49829435,3.523066517,5.278590656,88,7744,70,30670,168,68.31527656,88,4900
"7626","Normal",39,4,2,0,0,4,0,61,2392,62,8.530562221,1.603049406,4.242640687,6.801162634,42,1764,39,2392,62,34.99227081,42,1521
"10510","Normal",34,4,1,0,0,10,1,158,5503,52,5.179682801,1.551614008,3.876022826,6.014091315,36,1296,34,5503,52,32.16669399,36,1156
"3970","Normal",46,14,2,0,0,9,0,332,15598,127,19.64358628,2.015268966,3.873082253,7.805302467,68,4624,46,15598,127,43.79803731,68,2116
"22505","Disease A",55,3,2,1,1,1,0,102,5685,84,12.19811943,1.62297253,2.642021222,4.287927867,63,3969,55,5685,84,50.43098565,63,3025
"9085","Normal",37,6,2,0,0,2,0,174,6532,52,6.357636371,1.43107778,3.842784991,5.499324215,41,1681,37,6532,52,33.28248996,41,1369
"6908","Normal",43,9,1,0,0,4,0,676,29326,73,10.78707313,1.484776995,6.139233247,9.115392292,52,2704,43,29326,73,38.39548174,52,1849
"18663","Disease A",64,4,1,1,1,2,0,946,60838,139,20.5542648,1.694297439,4.611270162,7.812863227,83,6889,64,60838,139,61.23515482,83,4096
"5419","Normal",33,2,2,0,0,11,0,80,2688,40,3.128498042,1.722231128,2.341421356,4.032468743,34,1156,33,2688,40,30.49118725,34,1089
"27081","Disease A",47,3,4,1,0,23,3,72,3402,64,6.506407099,2.18075833,1.675780025,3.654471249,50,2500,47,3402,64,41.49782457,50,2209
"16675","Disease A",54,4,1,0,1,2,0,54,2918,91,13.37216567,2.233509776,2.072238004,4.62836384,62,3844,54,2918,91,43.46944436,62,2916
"14895","Disease A",54,4,2,1,0,7,1,574,31140,95,11.35329082,1.801829392,3.894175977,7.016640734,64,4096,54,31140,95,50.66725502,64,2916
"17648","Disease A",60,2,0,0,0,1,0,22,1339,92,13.78734598,1.938009465,0.941421356,1.824483499,65,4225,60,1339,92,44.46346815,65,3600
"19822","Disease A",65,4,1,0,1,1,0,403,26217,128,22.92938778,2.018137702,2.961273057,5.976256804,88,7744,65,26217,128,54.97145661,88,4225
"3993","Normal",34,5,4,0,0,14,1,83,2861,47,4.738969437,1.756026836,3.133883476,5.503183485,36,1296,34,2861,47,30.03953219,36,1156
"11684","Normal",40,21,0,0,0,5,0,59,2368,61,8.566786475,1.478977734,1.800943103,2.663554748,43,1849,40,2368,61,34.67304917,43,1600
"27867","Disease A",62,3,3,2,0,18,2,355,22267,127,20.06559665,2.157283496,3.825732973,8.253190602,79,6241,62,22267,127,59.36544734,79,3844
"1975","Normal",35,8,2,0,0,9,1,154,5488,43,3.976391368,1.518484569,4.141421356,6.288684424,36,1296,35,5488,43,32.63453672,36,1225
"21269","Disease A",76,3,2,1,1,1,0,89,6807,168,36.10362738,1.391494316,2.924965537,4.070072918,105,11025,76,6807,168,86.07828942,105,5776
"9839","Normal",30,7,5,0,0,5,0,22,661,36,2.421494655,2.232207402,1.707106781,3.810616392,31,961,30,661,36,26.00786594,31,900
"13991","Normal",29,4,4,1,0,2,0,109,3243,37,2.105039824,1.948376618,1.96017358,3.81915637,29,841,29,3243,37,26.57825558,29,841
"6900","Normal",40,8,9,1,0,8,0,615,24746,77,9.922627504,1.902299103,5.211069519,9.913012872,50,2500,40,24746,77,38.62502664,50,1600
"9928","Normal",36,4,2,0,0,2,0,155,5729,58,6.136091012,1.228710101,3.507875656,4.310162249,38,1444,36,5729,58,33.63072712,38,1296
"11880","Normal",43,14,3,0,0,5,0,143,6286,63,9.962868124,1.85946497,2.514157444,4.674987696,47,2209,43,6286,63,38.10328253,47,1849
"26074","Disease A",59,3,0,0,0,0,0,74,4380,108,17.38047989,1.688354843,2.44351837,4.125526075,87,7569,59,4380,108,55.18874249,87,3481
"832","Normal",45,37,1,0,0,4,0,78,3533,69,10.88930315,1.354533935,2.526807661,3.422646725,51,2601,45,3533,69,37.51153669,51,2025
"26305","Disease A",49,2,3,2,0,32,5,48,2399,77,9.99479031,1.855132808,1.25,2.31891601,54,2916,49,2399,77,37.57215281,54,2401
"21676","Disease A",63,4,4,1,0,22,3,161,10151,122,21.75584451,1.581489797,2.971098419,4.698761834,87,7569,63,10151,122,57.30890471,87,3969
"26167","Disease A",46,3,4,1,0,24,3,51,2383,61,5.504009234,2.057625198,1.582829251,3.25686935,48,2304,46,2383,61,40.03038062,48,2116
"11158","Normal",46,8,2,0,0,8,0,722,33417,102,15.11080954,2.114103043,3.564901643,7.53656941,55,3025,46,33417,102,47.76547044,55,2116
"25681","Disease A",42,3,4,1,2,3,0,29,1240,52,4.131460458,1.997256941,0.654825659,1.307855092,43,1849,42,1240,52,33.03863987,43,1764
"23179","Disease A",52,3,1,0,1,2,0,79,4137,79,10.45424025,1.859798235,1.637735132,3.045856908,60,3600,52,4137,79,42.49705872,60,2704
"12064","Normal",37,6,2,0,0,6,0,798,29740,63,7.105982513,1.600665196,5.223967148,8.361822399,42,1764,37,29740,63,36.25631049,42,1369
"7376","Normal",48,4,2,0,0,5,0,909,43775,105,16.91722552,2.026038473,5.896285563,11.9461014,60,3600,48,43775,105,44.25994571,60,2304
"17341","Disease A",66,3,2,1,2,1,0,525,35037,139,23.00157345,1.821919282,3.608204994,6.573858253,84,7056,66,35037,139,61.62414493,84,4356
"25941","Disease A",64,2,2,1,0,12,1,134,8599,120,20.43354719,2.250552709,1.772800053,3.989779963,70,4900,64,8599,120,59.27094378,70,4096
"27614","Disease A",50,2,0,0,0,0,0,33,1653,68,8.390109618,2.365333235,0.898120604,2.124354513,54,2916,50,1653,68,39.10707911,54,2500
"23331","Disease A",52,1,3,1,0,18,2,32,1680,70,8.344159634,1.788245611,1.138071187,2.035150806,56,3136,52,1680,70,40.45908427,56,2704
"11585","Normal",32,5,1,0,0,5,0,146,4793,46,4.127256543,1.763067516,4.033181184,7.110770733,35,1225,32,4793,46,30.71789448,35,1024
"22030","Disease A",53,3,1,1,1,2,0,23,1240,96,15.7687087,2.361512855,3.053594452,7.211102551,90,8100,53,1240,96,49.0137514,90,2809
"23726","Disease A",63,4,1,0,0,1,0,35,2235,94,13.5372502,1.730764053,3.111437863,5.385164807,82,6724,63,2235,94,54.17089361,82,3969
"28782","Disease A",43,2,0,0,0,0,0,28,1218,53,4.118772355,3.169629841,1.085917728,3.441957234,44,1936,43,1218,53,36.06393133,44,1849
"5984","Normal",38,2,5,0,0,2,0,776,30189,61,7.32352515,1.464023862,7.406312729,10.84301856,44,1936,38,30189,61,36.37827464,44,1444
"15476","Disease A",85,4,3,1,2,3,0,343,29446,167,30.60921754,1.512951585,5.115965616,7.740208289,129,16641,85,29446,167,78.32175545,129,7225
"23209","Disease A",52,2,3,2,0,30,4,192,10045,86,10.9163486,1.579790805,2.936356824,4.638829511,59,3481,52,10045,86,46.10625184,59,2704
"23254","Disease A",56,3,3,1,0,24,3,124,7029,99,14.66590296,1.987540734,2.538918718,5.046204374,72,5184,56,7029,99,53.80565386,72,3136
"8506","Normal",38,8,3,0,0,9,0,432,16845,69,8.541023011,1.776459106,3.812191609,6.772202499,41,1681,38,16845,69,37.96023138,41,1444
"29363","Disease A",49,4,0,0,0,5,0,86,4290,71,8.877722314,1.898298661,2.675101437,5.078141475,56,3136,49,4290,71,48.49574424,56,2401
"11629","Normal",36,4,0,0,0,1,0,101,3732,54,7.493231269,1.478145462,3.149041718,4.654741725,44,1936,36,3732,54,32.08173349,44,1296
"22703","Disease A",53,2,0,0,0,2,0,31,1646,84,11.32368343,1.856207973,1.282842712,2.381222871,59,3481,53,1646,84,43.52159271,59,2809
"7084","Normal",33,5,3,0,0,8,0,63,2127,47,4.393357179,1.604837169,3.290205696,5.280244396,34,1156,33,2127,47,28.83587933,34,1089
"19765","Disease A",70,4,4,1,0,16,2,190,13366,142,25.59821129,1.436737299,2.890005399,4.15217855,83,6889,70,13366,142,64.89684122,83,4900
"6166","Normal",38,6,0,0,0,3,0,131,5057,61,7.408474619,1.489501356,3.170341165,4.722227466,42,1764,38,5057,61,34.22523064,42,1444
"12366","Normal",35,4,1,0,0,6,0,338,12136,58,6.7672637,1.518129751,4.327333431,6.569453624,37,1369,35,12136,58,34.8961265,37,1225
"15247","Disease A",93,4,1,1,0,2,0,358,33505,192,42.22588234,2.227354604,3.112376931,6.932367088,142,20164,93,33505,192,83.60643703,142,8649
"12983","Normal",44,7,2,0,0,7,0,166,7370,73,11.02871389,2.054809024,2.657485024,5.460624208,50,2500,44,7370,73,40.94692421,50,1936
"12176","Normal",35,4,1,0,0,5,0,176,6261,46,4.382299106,1.379977427,3.992821067,5.510002944,36,1296,35,6261,46,32.19224921,36,1225
"15536","Disease A",63,3,4,2,0,29,4,222,14030,123,18.90123691,1.587649026,2.929758546,4.651428303,79,6241,63,14030,123,61.19162046,79,3969
"8773","Normal",40,2,1,0,0,2,0,276,11176,83,10.93508514,1.4546196,3.489154836,5.075393011,44,1936,40,11176,83,39.90518654,44,1600
"13252","Normal",44,9,2,0,0,3,0,65,2896,56,7.0754179,1.805647843,6.691806501,12.08304597,49,2401,44,2896,56,42.71803798,49,1936
"5372","Normal",34,14,2,0,0,18,1,108,3728,42,3.465437816,1.471437636,4.330627279,6.372247968,35,1225,34,3728,42,31.04313009,35,1156
"21129","Disease A",63,4,2,1,1,8,1,167,10556,107,18.23466463,1.59961757,3.882804146,6.211001732,84,7056,63,10556,107,55.62411272,84,3969
"11060","Normal",36,8,1,0,0,4,0,149,5407,50,5.736963629,1.391960843,3.922588984,5.460090268,37,1369,36,5407,50,32.82217698,37,1296
"6331","Normal",35,8,2,0,0,6,0,144,5164,53,6.502136401,2.738745298,4.333333333,11.86789629,41,1681,35,5164,53,31.33998156,41,1225
"19095","Disease A",50,4,1,0,1,1,0,56,2825,74,9.398898112,1.321167661,3.08310471,4.073298238,60,3600,50,2825,74,43.73642647,60,2500
"1914","Normal",38,3,3,0,0,2,0,383,14848,78,10.51146334,1.629778155,4.419840738,7.203359881,48,2304,38,14848,78,39.46532338,48,1444
"11508","Normal",41,5,1,0,0,4,0,407,16817,78,11.30349688,1.639879806,3.203074734,5.252657573,47,2209,41,16817,78,41.15464931,47,1681
"12289","Normal",57,31,0,0,0,2,0,118,6802,107,20.76421302,1.398220373,3.324957911,4.649023891,78,6084,57,6802,107,52.74153479,78,3249
"15620","Disease A",77,8,4,1,2,5,0,147,11325,153,31.36432828,1.66328648,2.742755898,4.561988802,94,8836,77,11325,153,65.06281632,94,5929
"10125","Normal",40,8,4,0,0,4,0,146,5915,59,8.482455705,1.458567733,3.378567543,4.927869601,46,2116,40,5915,59,36.31040079,46,1600
"4147","Normal",38,7,4,0,0,14,1,177,6853,51,6.511615003,1.3527079,4.298881463,5.815130917,42,1764,38,6853,51,35.38464987,42,1444
"11409","Normal",35,8,5,0,0,12,1,197,7010,50,5.340678107,1.640347279,4.440653494,7.284213875,37,1369,35,7010,50,32.23753842,37,1225
"29251","Disease A",51,3,1,0,0,4,0,39,1994,70,9.801883649,1.89555974,1.172011755,2.221618298,55,3025,51,1994,70,41.09089362,55,2601
"25257","Disease A",46,3,1,1,0,8,1,33,1544,66,6.92820323,1.931184016,1.450971995,2.802093925,48,2304,46,1544,66,36.81485208,48,2116
"29217","Disease A",43,2,1,0,1,0,0,32,1406,56,5.117372373,1.886682122,1.11785113,2.109029742,45,2025,43,1406,56,34.81693194,45,1849
"24082","Disease A",63,3,6,3,0,41,6,237,15117,127,20.97517118,3.071312221,2.151004923,6.606407708,83,6889,63,15117,127,58.36513901,83,3969
"21382","Disease A",64,4,3,1,0,20,3,632,40677,149,22.67090507,1.737358819,4.383206014,7.615201622,85,7225,64,40677,149,60.46311251,85,4096
"24170","Disease A",44,7,2,1,0,8,1,56,2503,52,3.800845771,2.422478812,1.241048831,3.006414499,45,2025,44,2503,52,39.27103622,45,1936
"23360","Disease A",57,3,5,2,0,35,6,320,18375,102,14.15152377,1.687282653,4.22579761,7.130115,74,5476,57,18375,102,53.77691187,74,3249
"4047","Normal",39,4,3,0,0,6,0,389,15184,72,8.589914574,1.460545582,5.022341837,7.335359182,42,1764,39,15184,72,38.69144967,42,1521
"16739","Disease A",58,5,2,0,1,2,0,62,3645,102,17.36282644,1.903189697,1.939738334,3.691690011,62,3844,58,3645,102,51.81714127,62,3364
"7516","Normal",47,12,2,0,0,4,0,552,26077,99,14.80623645,1.577204719,5.643678081,8.901235705,64,4096,47,26077,99,44.78371938,64,2209
"14918","Disease A",57,4,6,2,0,37,6,615,35585,122,14.93487216,1.610192255,4.819935296,7.76102248,72,5184,57,35585,122,55.10275693,72,3249
"9260","Normal",40,14,2,0,0,12,1,646,26445,79,9.805460664,1.560057203,6.497071799,10.13580366,48,2304,40,26445,79,39.56246775,48,1600
"9741","Normal",39,3,5,0,0,6,0,784,31160,75,9.066646659,1.78020568,4.033302632,7.180108255,45,2025,39,31160,75,38.20483862,45,1521
"25885","Disease A",52,3,0,0,0,1,0,82,4321,82,10.77089574,3.032529994,1.480834101,4.490673827,59,3481,52,4321,82,42.97829855,59,2704
"7201","Normal",42,9,2,0,0,3,0,127,5358,64,8.459258544,1.686699829,4.645818502,7.836101274,46,2116,42,5358,64,37.73936728,46,1764
"1827","Normal",41,2,1,0,0,4,0,137,5749,58,8.347384747,1.486673407,3.65347827,5.431528989,47,2209,41,5749,58,37.59377569,47,1681
"16267","Disease A",64,4,11,5,0,81,14,104,6735,124,22.09877303,1.716314962,2.980775157,5.115949001,82,6724,64,6735,124,57.8035466,82,4096
"29205","Disease A",45,3,2,1,2,1,0,96,4383,59,5.251983752,2.102995296,2.217558681,4.663515475,48,2304,45,4383,59,38.91831724,48,2025
"24587","Disease A",80,4,2,0,1,1,0,144,11649,142,27.63125243,2.124032084,2.055660882,4.366289667,91,8281,80,11649,142,72.71505461,91,6400
"12668","Normal",41,6,0,0,0,2,0,229,9543,64,9.474627114,2.365769023,3.299131686,7.804983544,46,2116,41,9543,64,38.46038057,46,1681
"25044","Disease A",57,6,2,1,1,5,0,129,7412,99,15.57751311,2.548914353,4.861105152,12.39054069,76,5776,57,7412,99,51.30491008,76,3249
"11445","Normal",38,11,2,0,0,6,0,170,6608,56,6.949820142,1.391844934,3.779273587,5.260162796,44,1936,38,6608,56,35.420001,44,1444
"21375","Disease A",56,4,5,2,0,26,3,180,10104,100,14.60022831,1.618789167,2.593990236,4.199123295,63,3969,56,10104,100,50.02143985,63,3136
"13820","Normal",32,2,1,0,0,4,0,321,10553,47,3.852821922,1.8747378,4.528506668,8.489762629,34,1156,32,10553,47,31.15042391,34,1024
"25931","Disease A",47,2,2,1,0,18,2,73,3450,68,6.946961492,2.084678262,1.645097159,3.429498286,49,2401,47,3450,68,39.89850136,49,2209
"19082","Disease A",76,5,1,1,1,1,0,968,73852,175,29.57992744,1.937649816,8.193641899,15.87640872,122,14884,76,73852,175,68.25862341,122,5776
"12743","Normal",34,2,2,0,0,5,0,120,4118,44,4.756574398,1.385975045,3.915544774,5.426847346,35,1225,34,4118,44,31.7349702,35,1156
"18096","Disease A",48,2,4,2,0,25,5,35,1702,73,9.931191843,2.231794761,1.636076884,3.651387819,57,3249,48,1702,73,42.95080242,57,2304
"23089","Disease A",63,4,6,2,0,23,3,27,1714,94,12.11213044,1.58113883,4,6.32455532,94,8836,63,1714,94,59.75691499,94,3969
"22053","Disease A",78,3,1,1,1,1,0,625,48829,165,29.28609226,1.680408909,4.445896447,7.470923999,113,12769,78,48829,165,77.91536947,113,6084
"10390","Normal",32,6,1,0,0,3,0,306,10091,44,3.901985417,1.590354812,3.254691044,5.176113563,34,1156,32,10091,44,30.54606507,34,1024
"17441","Disease A",61,3,0,0,0,2,0,205,12544,120,17.61360339,2.292605126,2.41545351,5.537681097,70,4900,61,12544,120,58.87029977,70,3721
"1233","Normal",30,6,2,0,0,4,0,25,753,35,2.163330765,1.862899772,1.395562353,2.59979279,30,900,30,753,35,26.09061134,30,900
"14388","Normal",34,3,2,0,0,2,0,407,14112,50,4.835373345,1.481759402,3.537675849,5.24198445,37,1369,34,14112,50,31.82993816,37,1156
"24297","Disease A",55,3,5,4,0,75,12,168,9336,85,12.04505431,1.790591446,3.998805353,7.160226661,64,4096,55,9336,85,53.53425695,64,3025
"10118","Normal",38,29,2,0,0,19,2,257,9810,57,7.434800911,1.801270195,3.306232983,5.955418928,41,1681,38,9810,57,34.77599243,41,1444
"13597","Normal",51,5,2,0,0,2,0,147,7589,77,12.4058358,1.636387024,7.046700263,11.53112887,67,4489,51,7589,77,50.85747726,67,2601
"8441","Normal",42,17,0,0,0,2,0,88,3758,61,9.307865686,1.54763025,4,6.190521002,47,2209,42,3758,61,36.45981599,47,1764
"21695","Disease A",64,3,5,2,0,24,3,125,8019,123,18.14342856,1.707203665,2.571107342,4.389403877,78,6084,64,8019,123,54.75596771,78,4096
"26885","Disease A",54,3,3,1,0,22,3,68,3738,76,10.27346668,1.698012515,1.947792936,3.307376782,61,3721,54,3738,76,48.75162139,61,2916
"18305","Disease A",64,3,18,4,3,10,1,112,7176,109,18.35658698,1.421882139,3.194570745,4.542303083,78,6084,64,7176,109,56.24309481,78,4096
"15535","Disease A",71,4,3,1,1,3,0,912,64777,182,27.51574509,2.119089644,3.521633218,7.462656482,93,8649,71,64777,182,69.9801977,93,5041
"1721","Normal",37,3,10,1,0,3,0,279,10600,54,7.421754326,1.479668725,3.958280961,5.856944541,42,1764,37,10600,54,33.96091998,42,1369
"23276","Disease A",50,3,2,1,0,10,1,65,3297,83,10.19426687,1.633884858,2.492595536,4.072614103,56,3136,50,3297,83,45.36213263,56,2500
"15149","Disease A",52,3,3,1,0,18,2,41,2160,86,12.47045288,1.970511494,1.142857143,2.252013136,58,3364,52,2160,86,42.98184529,58,2704
